Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
5085,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,71.6712204728133,16435746.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5086,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,50.8408513058598,8399097.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5087,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,26.3321784360547,4491671.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5088,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,0,0.0,K3PO4,2.5,MeOH,54.073033421256,11691857.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,0,O=P([O-])([O-])[O-].[K+].[K+].[K+],CO,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5089,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,0,2.5,MeCN,47.915905351615,13029119.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5090,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,0,2.5,MeCN,44.0112240551127,11459530.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5091,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,AmPhos,0.125,0,2.5,MeCN,64.9166424296162,13074702.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5092,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,0,2.5,MeCN,29.5105149839073,8609414.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5093,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,0,2.5,MeCN,40.5958940198152,8198381.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5094,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,CataCXium A,0.125,0,2.5,MeCN,56.2854293302899,9885947.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5095,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,SPhos,0.125,0,2.5,MeCN,44.7269243483041,10088164.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5096,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dtbpf,0.125,0,2.5,MeCN,38.36256640266,9596528.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5097,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,XPhos,0.125,0,2.5,MeCN,0.0,7007619.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5098,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dppf,0.125,0,2.5,MeCN,37.0395253033552,6003689.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5099,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,Xantphos,0.125,0,2.5,MeCN,0.0,964106.875,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5100,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,0,0.0,0,2.5,MeCN,23.8315702046612,4574205.5,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,0,0,CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5101,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,46.4826718525274,9617778.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5102,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,MeCN,41.9499466545432,8207620.5,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5103,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,52.3549498273543,11278068.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5104,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,29.4904148967571,4768558.5,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5105,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,45.9146088667477,10164340.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5106,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,59.2066333688517,8506288.00000001,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5107,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,49.139300778538,10727089.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5108,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,36.6081621490316,7178839.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5109,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,49.528378413932,10561966.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5110,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,0.0,710083.5,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5111,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,0.0,728171.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5112,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,0,0.0,NaOH,2.5,MeCN,37.4258783448613,11029533.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[Na+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5113,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,57.1261530487719,12741853.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5114,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeCN,47.1475734744484,12246564.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5115,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,57.5158214540996,14369456.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5116,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,48.3608781589042,9882903.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5117,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,44.7173233095891,11116944.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5118,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,53.8449043286596,8343280.5,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5119,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,0.0,0.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5120,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,35.6358973749064,9062481.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5121,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,51.2880401731898,12442083.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5122,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,0.0,730928.6875,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5123,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,0.0,673463.3125,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5124,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,MeCN,40.9753331979291,12870961.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[K+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5125,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,66.9766759933163,13756090.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5126,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeCN,59.6888669969646,9267333.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5127,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,62.5110088484946,11982490.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5128,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,59.3600080452804,11379996.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5129,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,59.9363161720667,11643863.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5130,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,60.6093750375786,6997000.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5131,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,62.3169189690616,10969125.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5132,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,40.9634577585403,8451484.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5133,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,59.4490457613426,11916497.0,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
5134,Potassium quinoline-6-trifluoroborate,6-BF3K-Q,1,0.0004,Bromide,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,0.0,687685.75,F[B-](F)(F)c1ccc2ncccc2c1.[K+],F[B-](F)(F)c1ccc2ncccc2c1.[K+],[Br-],[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CC#N,F[B-](F)(F)c1ccc2ncccc2c1.[K+]
