Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
4426,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,XPhos,0.125,0,2.5,DMF,19.2001952082668,92572.9609375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,,CN(C)C=O,Clc1ccc2ncccc2c1
4427,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dppf,0.125,0,2.5,DMF,22.5980291970043,39145.65625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,,CN(C)C=O,Clc1ccc2ncccc2c1
4428,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,Xantphos,0.125,0,2.5,DMF,16.9128578179957,41872.51171875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,,CN(C)C=O,Clc1ccc2ncccc2c1
4429,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,0,0.0,NaOH,2.5,DMF,17.556540699606,46038.78125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4430,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,15.7202914291868,47356.78515625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4431,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,DMF,22.6611029800933,92449.0703125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4432,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,DMF,15.2974852834486,57246.94921875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4433,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,18.473867935604,74148.9609375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4434,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,15.0532562807673,52512.10546875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4435,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,17.2301266478893,33324.14453125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4436,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,17.2603057195031,90718.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4437,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,22.501239396076,50429.84375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4438,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,16.9367555090247,104071.1171875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4439,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,20.3409556686407,33026.9140625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4440,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,18.0471775974517,52095.5546875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[Na+],CN(C)C=O,Clc1ccc2ncccc2c1
4441,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,DMF,18.6369345787505,52435.875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4442,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,15.7795997792635,50717.84375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4443,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,DMF,18.8679305004403,68842.453125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4444,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,16.4614505724336,60291.03125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4445,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,18.4026215734594,80769.6640625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4446,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,14.8722909551475,65722.15625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4447,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,21.6882540925751,41548.73046875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4448,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,15.2717294745948,71087.0390625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4449,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,21.8719663937311,58534.46875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4450,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,17.072042693713,90766.75,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4451,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,21.1872112941101,23852.798828125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4452,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,18.258761584768,41008.6015625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CN(C)C=O,Clc1ccc2ncccc2c1
4453,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,0,0.0,LiOtBu,2.5,DMF,50.9337025338294,16135.7470703125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4454,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,16.4381550615815,43825.61328125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4455,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,DMF,18.5646657613782,70960.734375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4456,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,13.9953547517573,55489.37890625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4457,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,20.0475788695261,49582.30859375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4458,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,16.2119038508757,54052.01171875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4459,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,16.6663982885376,32181.373046875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4460,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,16.3931778746499,54132.3515625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4461,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,21.3679239217187,39563.3515625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4462,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,16.0147873377175,50887.39453125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4463,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,20.5203978024226,35124.41796875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4464,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,17.9575691098933,43949.87890625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(C)(C)[O-].[Li+],CN(C)C=O,Clc1ccc2ncccc2c1
4465,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,0,0.0,NaHCO3,2.5,DMF,19.5885908902229,41539.30859375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4466,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,16.1827556517824,42344.21484375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4467,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,DMF,20.3544258247649,76023.2890625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4468,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,14.8953411552196,54232.203125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4469,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,16.9563435574462,58839.12109375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4470,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,15.5781278638681,36717.77734375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4471,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,18.9710429364326,23022.73046875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4472,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,17.1339597937795,36286.51171875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4473,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,21.1267997279706,38588.78125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4474,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,17.2116090943595,29431.55859375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4475,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,24.6332353908216,19189.11328125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4476,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,21.1343148460606,32225.27734375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[Na+].OC([O-])=O,CN(C)C=O,Clc1ccc2ncccc2c1
4477,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,0,0.0,Et3N,2.5,DMF,17.7736469963938,39916.93359375,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4478,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,17.9694922118974,30713.390625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4479,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,DMF,18.6323097004289,48872.203125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4480,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,17.2547927305823,38429.1328125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4481,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,15.6660565784715,45017.625,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4482,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,20.3272477763266,29673.751953125,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
4483,6-chloroquinoline,6-Cl-Q,1,0.0004,Trifluoroborate,1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,23.8349693742641,21226.671875,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,FB(F)F,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CN(C)C=O,Clc1ccc2ncccc2c1
